"","Tier","Tissue Translocation (Default)","Tissue Translocation (lower)","Tissue Translocation (upper)","Food Dilution (Default)","Food Dilution (lower)","Food Dilution (upper)"
"1","Tier1",54.6504487555621,41.4795146623566,196.400086204724,0.243252830452562,0.0323687050820912,0.0410267844344653
"2","Tier2",281.374873993078,199.407744494032,1031.64453603353,1.80043279264955,0.342020675412492,0.404936495817359
"3","Tier3",1138.41874983233,798.053549335119,4255.81305039151,4.02426283020535,0.706217927983847,0.848024417564222
"4","Tier4",4295.25809899128,2998.30704859885,16259.3348635363,22.7238249952105,4.99084524756212,5.76198237012886
