"","Tier","Empirical","Predicted","Environmentally Realistic Polymer/Shape Predicted"
"1","Tier1",4.58298325090583,8.24008957936852,25.9976771793203
"2","Tier2",12.7524080982548,16.0624540438469,69.0633094578607
"3","Tier3",20.2381080946486,21.8056723376184,30.9055903638097
"4","Tier4",75.5239254154642,97.5652471600571,165.677126406604
