source,source.doi,Reference,author, year,doi,System,zone, Sampling.location,unaligned.particle.L.master,unaligned.particle.kg.master,fiber.percentage,frequent.polymer,sample.matrix,Min.particle.size.um,Max.particle.size.um,Lowest_size_of_fitration_um,Lowest_size_reported_um
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Pan et al. 2020,Pan et al. ,2020,https://doi.org/10.1016/j.marpolbul.2020.111516,River,Conveyer Zone,China,0.225000,,0.07,PP,water,300,,1.6,300
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Pan et al. 2020,Pan et al. ,2020,https://doi.org/10.1016/j.marpolbul.2020.111516,River,Conveyer Zone,China,0.275000,,0.06,PP,water,300,,1.6,300
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Pan et al. 2020,Pan et al. ,2020,https://doi.org/10.1016/j.marpolbul.2020.111516,River,Conveyer Zone,China,0.275000,,0.36,PET,water,300,,1.6,300
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Pan et al. 2020,Pan et al. ,2020,https://doi.org/10.1016/j.marpolbul.2020.111516,River,Conveyer Zone,China,0.725000,,0.12,PP,water,300,,1.6,300
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Pan et al. 2020,Pan et al. ,2020,https://doi.org/10.1016/j.chemosphere.2020.127876,Estuary,Boundary Zone,China,230.000000,,,PP,water,#N/A,,#N/A,#N/A
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Pan et al. 2020,Pan et al. ,2020,https://doi.org/10.1016/j.chemosphere.2020.127876,Estuary,Boundary Zone,China,280.000000,,,PP,water,#N/A,,#N/A,#N/A
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Pan et al. 2020,Pan et al. ,2020,https://doi.org/10.1016/j.chemosphere.2020.127876,Estuary,Boundary Zone,China,1330.000000,,,PP,water,#N/A,,#N/A,#N/A
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Pan et al. 2020,Pan et al. ,2020,https://doi.org/10.1016/j.chemosphere.2020.127876,Estuary,Boundary Zone,China,1960.000000,,,PP,water,#N/A,,#N/A,#N/A
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Pan et al. 2020,Pan et al. ,2020,https://doi.org/10.1016/j.chemosphere.2020.127876,Estuary,Boundary Zone,China,2160.000000,,,PP,water,#N/A,,#N/A,#N/A
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Pan et al. 2020,Pan et al. ,2020,https://doi.org/10.1016/j.chemosphere.2020.127876,Estuary,Boundary Zone,China,4010.000000,,,PP,water,#N/A,,#N/A,#N/A
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Pazos et al. 2018,Pazos et al. ,2018,https://doi.org/10.1016/j.envpol.2018.08.064,Estuary,Boundary Zone,Argentina,0.022900,,0.70,,water,100,,0.2,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Pazos et al. 2018,Pazos et al. ,2018,https://doi.org/10.1016/j.envpol.2018.08.064,Estuary,Boundary Zone,Argentina,0.032900,,0.96,,water,100,,0.2,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Pazos et al. 2018,Pazos et al. ,2018,https://doi.org/10.1016/j.envpol.2018.08.064,Estuary,Boundary Zone,Argentina,0.040000,,0.68,,water,100,,0.2,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Pazos et al. 2018,Pazos et al. ,2018,https://doi.org/10.1016/j.envpol.2018.08.064,Estuary,Boundary Zone,Argentina,0.060000,,0.66,,water,100,,0.2,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Pazos et al. 2018,Pazos et al. ,2018,https://doi.org/10.1016/j.envpol.2018.08.064,Estuary,Boundary Zone,Argentina,0.060000,,0.75,,water,100,,0.2,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Pazos et al. 2018,Pazos et al. ,2018,https://doi.org/10.1016/j.envpol.2018.08.064,Estuary,Boundary Zone,Argentina,0.072900,,0.74,,water,100,,0.2,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Pazos et al. 2018,Pazos et al. ,2018,https://doi.org/10.1016/j.envpol.2018.08.064,Estuary,Boundary Zone,Argentina,0.082900,,0.36,,water,100,,0.2,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Pazos et al. 2018,Pazos et al. ,2018,https://doi.org/10.1016/j.envpol.2018.08.064,Estuary,Boundary Zone,Argentina,0.082900,,0.83,,water,100,,0.2,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Pazos et al. 2018,Pazos et al. ,2018,https://doi.org/10.1016/j.envpol.2018.08.064,Estuary,Boundary Zone,Argentina,0.106400,,0.75,,water,100,,0.2,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Pazos et al. 2018,Pazos et al. ,2018,https://doi.org/10.1016/j.envpol.2018.08.064,Estuary,Boundary Zone,Argentina,0.140000,,0.46,,water,100,,0.2,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Pazos et al. 2018,Pazos et al. ,2018,https://doi.org/10.1016/j.envpol.2018.08.064,Estuary,Boundary Zone,Argentina,0.146400,,0.57,,water,100,,0.2,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Pazos et al. 2018,Pazos et al. ,2018,https://doi.org/10.1016/j.envpol.2018.08.064,Estuary,Boundary Zone,Argentina,0.150000,,0.51,,water,100,,0.2,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Pazos et al. 2018,Pazos et al. ,2018,https://doi.org/10.1016/j.envpol.2018.08.064,Estuary,Boundary Zone,Argentina,0.156400,,0.83,,water,100,,0.2,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Pazos et al. 2018,Pazos et al. ,2018,https://doi.org/10.1016/j.envpol.2018.08.064,Estuary,Boundary Zone,Argentina,0.179300,,0.72,,water,100,,0.2,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Pazos et al. 2018,Pazos et al. ,2018,https://doi.org/10.1016/j.envpol.2018.08.064,Estuary,Boundary Zone,Argentina,0.192900,,0.63,,water,100,,0.2,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Pazos et al. 2018,Pazos et al. ,2018,https://doi.org/10.1016/j.envpol.2018.08.064,Estuary,Boundary Zone,Argentina,0.216400,,0.68,,water,100,,0.2,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Pazos et al. 2018,Pazos et al. ,2018,https://doi.org/10.1016/j.envpol.2018.08.064,Estuary,Boundary Zone,Argentina,0.220000,,0.77,,water,100,,0.2,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Pazos et al. 2018,Pazos et al. ,2018,https://doi.org/10.1016/j.envpol.2018.08.064,Estuary,Boundary Zone,Argentina,0.232900,,0.80,,water,100,,0.2,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Pazos et al. 2018,Pazos et al. ,2018,https://doi.org/10.1016/j.envpol.2018.08.064,Estuary,Boundary Zone,Argentina,0.252900,,0.53,,water,100,,0.2,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Pazos et al. 2018,Pazos et al. ,2018,https://doi.org/10.1016/j.envpol.2018.08.064,Estuary,Boundary Zone,Argentina,0.329300,,0.79,,water,100,,0.2,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Peller et al. 2019,Peller et al. ,2019,https://10.1039/c9em00193j,Lake,Boundary Zone,USA,3.250000,,,,water,#N/A,,#N/A,#N/A
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Peller et al. 2019,Peller et al. ,2019,https://10.1039/c9em00193j,Lake,Boundary Zone,USA,6.500000,,,,water,#N/A,,#N/A,#N/A
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Picó et al. 2020,Picó et al. ,2020,https://doi.org/10.1016/j.scitotenv.2019.135021,Wetland,Boundary Zone,Saudi Arabia,0.700000,,1.00,,water,250,,333,250
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Picó et al. 2020,Picó et al. ,2020,https://doi.org/10.1016/j.scitotenv.2019.135021,Wetland,Boundary Zone,Saudi Arabia,0.800000,,1.00,,water,250,,333,250
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Picó et al. 2020,Picó et al. ,2020,https://doi.org/10.1016/j.scitotenv.2019.135021,Wetland,Boundary Zone,Saudi Arabia,1.100000,,0.73,,water,250,,333,250
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Picó et al. 2020,Picó et al. ,2020,https://doi.org/10.1016/j.scitotenv.2019.135021,Wetland,Boundary Zone,Saudi Arabia,1.300000,,0.54,,water,250,,333,250
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Picó et al. 2020,Picó et al. ,2020,https://doi.org/10.1016/j.scitotenv.2019.135021,Wetland,Boundary Zone,Saudi Arabia,1.300000,,0.69,,water,250,,333,250
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Picó et al. 2020,Picó et al. ,2020,https://doi.org/10.1016/j.scitotenv.2019.135021,Wetland,Boundary Zone,Saudi Arabia,1.600000,,0.63,,water,250,,333,250
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Picó et al. 2020,Picó et al. ,2020,https://doi.org/10.1016/j.scitotenv.2019.135021,Wetland,Boundary Zone,Saudi Arabia,2.700000,,0.74,,water,250,,333,250
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Picó et al. 2020,Picó et al. ,2020,https://doi.org/10.1016/j.scitotenv.2019.135021,Wetland,Boundary Zone,Saudi Arabia,5.800000,,0.86,,water,250,,333,250
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Picó et al. 2020,Picó et al. ,2020,https://doi.org/10.1016/j.scitotenv.2019.135021,Wetland,Boundary Zone,Saudi Arabia,7.800000,,0.90,,water,250,,333,250
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Picó et al. 2020,Picó et al. ,2020,https://doi.org/10.1016/j.scitotenv.2019.135021,Wetland,Boundary Zone,Saudi Arabia,9.000000,,0.89,,water,250,,333,250
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Rasta et al. 2020,Rasta et al. ,2020,https://10.1016/j.marpolbul.2020.111541,Wetland,Boundary Zone,Iran,190.000000,,0.82,PP,water,#N/A,,#N/A,#N/A
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Rasta et al. 2020,Rasta et al. ,2020,https://10.1016/j.marpolbul.2020.111541,Wetland,Boundary Zone,Iran,400.000000,,0.82,PP,water,#N/A,,#N/A,#N/A
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Rasta et al. 2020,Rasta et al. ,2020,https://10.1016/j.marpolbul.2020.111541,Wetland,Boundary Zone,Iran,2850.000000,,0.82,PP,water,#N/A,,#N/A,#N/A
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Rasta et al. 2020,Rasta et al. ,2020,https://10.1016/j.marpolbul.2020.111541,Wetland,Boundary Zone,Iran,4410.000000,,0.82,PP,water,#N/A,,#N/A,#N/A
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Rodrigues et al 2018,Rodrigues et al ,2018,https://doi.org/10.1016/j.scitotenv.2018.03.233,River,Conveyer Zone,Portugal,0.056000,,0.37,PP,water,,,55,
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Rodrigues et al 2018,Rodrigues et al ,2018,https://doi.org/10.1016/j.scitotenv.2018.03.233,River,Conveyer Zone,Portugal,0.069000,,0.70,PE,water,,,55,
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Rodrigues et al 2018,Rodrigues et al ,2018,https://doi.org/10.1016/j.scitotenv.2018.03.233,River,Conveyer Zone,Portugal,0.125000,,0.34,PE,water,,,55,
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Rodrigues et al 2018,Rodrigues et al ,2018,https://doi.org/10.1016/j.scitotenv.2018.03.233,River,Conveyer Zone,Portugal,0.125000,,0.40,PP,water,,,55,
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Rodrigues et al 2018,Rodrigues et al ,2018,https://doi.org/10.1016/j.scitotenv.2018.03.233,River,Conveyer Zone,Portugal,0.194000,,0.37,PP,water,,,55,
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Rodrigues et al 2018,Rodrigues et al ,2018,https://doi.org/10.1016/j.scitotenv.2018.03.233,River,Conveyer Zone,Portugal,1.266000,,0.03,PE,water,,,55,
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Rowley et al. 2020,Rowley et al. ,2020,https://10.1016/j.scitotenv.2020.140018,River,Conveyer Zone,United Kingdom,14200.000000,,,PE,water,#N/A,,#N/A,#N/A
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Rowley et al. 2020,Rowley et al. ,2020,https://10.1016/j.scitotenv.2020.140018,River,Conveyer Zone,United Kingdom,24800.000000,,,PE,water,#N/A,,#N/A,#N/A
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Scherer et al. 2020,Scherer et al. ,2020,https://doi.org/10.1016/j.scitotenv.2020.139866,River,Conveyer Zone,Germany,0.000880,,0.47,PE,water,150,,150,150
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Scherer et al. 2020,Scherer et al. ,2020,https://doi.org/10.1016/j.scitotenv.2020.139866,River,Conveyer Zone,Germany,0.013240,,0.47,PE,water,150,,150,150
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Scircle et al. 2020,Scircle et al. ,2020,https://doi.org/10.1002/etc.4698,River,Conveyer Zone,USA,14.000000,,,,water,30,,30,30
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Scircle et al. 2020,Scircle et al. ,2020,https://doi.org/10.1002/etc.4698,River,Conveyer Zone,USA,15.000000,,,,water,30,,30,30
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Scircle et al. 2020,Scircle et al. ,2020,https://doi.org/10.1002/etc.4698,River,Conveyer Zone,USA,18.000000,,,,water,30,,30,30
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Scircle et al. 2020,Scircle et al. ,2020,https://doi.org/10.1002/etc.4698,River,Conveyer Zone,USA,24.000000,,,,water,30,,30,30
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Scircle et al. 2020,Scircle et al. ,2020,https://doi.org/10.1002/etc.4698,River,Conveyer Zone,USA,28.000000,,,,water,30,,30,30
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Scircle et al. 2020,Scircle et al. ,2020,https://doi.org/10.1002/etc.4698,River,Conveyer Zone,USA,28.000000,,,,water,30,,30,30
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Scircle et al. 2020,Scircle et al. ,2020,https://doi.org/10.1002/etc.4698,River,Conveyer Zone,USA,33.000000,,,,water,30,,30,30
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Scircle et al. 2020,Scircle et al. ,2020,https://doi.org/10.1002/etc.4698,River,Conveyer Zone,USA,35.000000,,,,water,30,,30,30
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Scircle et al. 2020,Scircle et al. ,2020,https://doi.org/10.1002/etc.4698,River,Conveyer Zone,USA,35.000000,,,,water,30,,30,30
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Scircle et al. 2020,Scircle et al. ,2020,https://doi.org/10.1002/etc.4698,River,Conveyer Zone,USA,38.000000,,,,water,30,,30,30
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Scircle et al. 2020,Scircle et al. ,2020,https://doi.org/10.1002/etc.4698,River,Conveyer Zone,USA,45.000000,,,,water,30,,30,30
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Scircle et al. 2020,Scircle et al. ,2020,https://doi.org/10.1002/etc.4698,River,Conveyer Zone,USA,47.000000,,,,water,30,,30,30
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Scircle et al. 2020,Scircle et al. ,2020,https://doi.org/10.1002/etc.4698,River,Conveyer Zone,USA,52.000000,,,,water,30,,30,30
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Scircle et al. 2020,Scircle et al. ,2020,https://doi.org/10.1002/etc.4698,River,Conveyer Zone,USA,56.000000,,,,water,30,,30,30
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Scircle et al. 2020,Scircle et al. ,2020,https://doi.org/10.1002/etc.4698,River,Conveyer Zone,USA,56.000000,,,,water,30,,30,30
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Scircle et al. 2020,Scircle et al. ,2020,https://doi.org/10.1002/etc.4698,River,Conveyer Zone,USA,60.000000,,,,water,30,,30,30
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Scircle et al. 2020,Scircle et al. ,2020,https://doi.org/10.1002/etc.4698,River,Conveyer Zone,USA,73.000000,,,,water,30,,30,30
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Scircle et al. 2020,Scircle et al. ,2020,https://doi.org/10.1002/etc.4698,River,Conveyer Zone,USA,83.000000,,,,water,30,,30,30
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Scircle et al. 2020,Scircle et al. ,2020,https://doi.org/10.1002/etc.4698,River,Conveyer Zone,USA,103.000000,,,,water,30,,30,30
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Scopetani et al. 2019,Scopetani et al. ,2019,https://doi.org/10.1007/s10661-019-7843-z,Glacier & Snow,Source Zone,Finland,7.800000,,0.99,Cellophane,water,5.5,,1.2,5.5
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Scopetani et al. 2019,Scopetani et al. ,2019,https://doi.org/10.1007/s10661-019-7843-z,Glacier & Snow,Source Zone,Finland,117.100000,,1.00,Cellophane,water,5.5,,1.2,5.5
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Sighicelli et al. 2018,Sighicelli et al. ,2018,https://doi.org/10.1016/j.envpol.2018.02.008,Lake,Boundary Zone,Italy,,,0.10,PE,water,1000,,300,1000
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Sighicelli et al. 2018,Sighicelli et al. ,2018,https://doi.org/10.1016/j.envpol.2018.02.008,Lake,Boundary Zone,Italy,,,,PE,water,1000,,300,1000
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Sighicelli et al. 2018,Sighicelli et al. ,2018,https://doi.org/10.1016/j.envpol.2018.02.008,Lake,Boundary Zone,Italy,,,,PE,water,1000,,300,1000
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Simon-Sanchez et al 2019,Simon-Sanchez et al ,2019,https://doi.org/10.1016/j.scitotenv.2019.06.168,River,Conveyer Zone,Spain,0.001950,,0.46,,water,50,,0.7,50
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Simon-Sanchez et al 2019,Simon-Sanchez et al ,2019,https://doi.org/10.1016/j.scitotenv.2019.06.168,River,Conveyer Zone,Spain,0.004300,,0.46,,water,50,,0.7,50
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Stanton et al. 2020,Stanton et al. ,2020,https://10.1016/j.envpol.2020.114481,River,Conveyer Zone,United Kingdom,0.019000,,,,water,#N/A,,#N/A,#N/A
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Stanton et al. 2020,Stanton et al. ,2020,https://10.1016/j.envpol.2020.114481,River,Conveyer Zone,United Kingdom,0.019000,,,,water,#N/A,,#N/A,#N/A
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Stanton et al. 2020,Stanton et al. ,2020,https://10.1016/j.envpol.2020.114481,River,Conveyer Zone,United Kingdom,0.075000,,,,water,#N/A,,#N/A,#N/A
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Stanton et al. 2020,Stanton et al. ,2020,https://10.1016/j.envpol.2020.114481,River,Conveyer Zone,United Kingdom,0.076000,,,,water,#N/A,,#N/A,#N/A
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Stanton et al. 2020,Stanton et al. ,2020,https://10.1016/j.envpol.2020.114481,River,Conveyer Zone,United Kingdom,0.083000,,,,water,#N/A,,#N/A,#N/A
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Stead et al. 2020,Stead et al. ,2020,https://doi.org/10.1038/s41598-020-70306-5,Estuary,Boundary Zone,United Kingdom,75.400000,,,PE,water,,,N/A,
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Su et al. 2016,Su et al. ,2016,https://doi.org/10.1016/j.envpol.2016.06.036,Lake,Boundary Zone,China,3.400000,,0.70,Cellophane,water,5,,0.45,5
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Su et al. 2016,Su et al. ,2016,https://doi.org/10.1016/j.envpol.2016.06.036,Lake,Boundary Zone,China,25.800000,,0.70,Cellophane,water,5,,0.45,5
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Su et al. 2018,Su et al. ,2018,https://doi.org/10.1016/j.envpol.2017.11.075,Lake,Boundary Zone,China,0.440000,,0.75,PET,water,22,,0.45,22
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Su et al. 2018,Su et al. ,2018,https://doi.org/10.1016/j.envpol.2017.11.075,Lake,Boundary Zone,China,0.500000,,1.00,PET,water,22,,0.45,22
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Su et al. 2018,Su et al. ,2018,https://doi.org/10.1016/j.envpol.2017.11.075,Lake,Boundary Zone,China,0.780000,,1.00,PET,water,22,,0.45,22
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Su et al. 2018,Su et al. ,2018,https://doi.org/10.1016/j.envpol.2017.11.075,Lake,Boundary Zone,China,0.810000,,1.00,PET,water,22,,0.45,22
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Su et al. 2018,Su et al. ,2018,https://doi.org/10.1016/j.envpol.2017.11.075,Lake,Boundary Zone,China,0.860000,,0.63,PET,water,22,,0.45,22
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Su et al. 2018,Su et al. ,2018,https://doi.org/10.1016/j.envpol.2017.11.075,Lake,Boundary Zone,China,0.860000,,1.00,PET,water,22,,0.45,22
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Su et al. 2018,Su et al. ,2018,https://doi.org/10.1016/j.envpol.2017.11.075,Lake,Boundary Zone,China,0.940000,,0.90,PET,water,22,,0.45,22
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Su et al. 2018,Su et al. ,2018,https://doi.org/10.1016/j.envpol.2017.11.075,Lake,Boundary Zone,China,0.940000,,1.00,PET,water,22,,0.45,22
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Su et al. 2018,Su et al. ,2018,https://doi.org/10.1016/j.envpol.2017.11.075,Estuary,Boundary Zone,China,1.020000,,0.66,PET,water,22,,0.45,22
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Su et al. 2018,Su et al. ,2018,https://doi.org/10.1016/j.envpol.2017.11.075,Lake,Boundary Zone,China,1.200000,,0.83,PET,water,22,,0.45,22
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Su et al. 2018,Su et al. ,2018,https://doi.org/10.1016/j.envpol.2017.11.075,Lake,Boundary Zone,China,1.460000,,0.85,PET,water,22,,0.45,22
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Su et al. 2018,Su et al. ,2018,https://doi.org/10.1016/j.envpol.2017.11.075,Lake,Boundary Zone,China,1.540000,,0.66,PET,water,22,,0.45,22
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Su et al. 2018,Su et al. ,2018,https://doi.org/10.1016/j.envpol.2017.11.075,Lake,Boundary Zone,China,1.570000,,0.84,PET,water,22,,0.45,22
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Su et al. 2018,Su et al. ,2018,https://doi.org/10.1016/j.envpol.2017.11.075,Lake,Boundary Zone,China,1.570000,,0.94,PET,water,22,,0.45,22
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Su et al. 2018,Su et al. ,2018,https://doi.org/10.1016/j.envpol.2017.11.075,Lake,Boundary Zone,China,1.670000,,0.90,PET,water,22,,0.45,22
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Su et al. 2018,Su et al. ,2018,https://doi.org/10.1016/j.envpol.2017.11.075,Lake,Boundary Zone,China,1.910000,,0.84,PET,water,22,,0.45,22
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Su et al. 2018,Su et al. ,2018,https://doi.org/10.1016/j.envpol.2017.11.075,Lake,Boundary Zone,China,1.930000,,1.00,PET,water,22,,0.45,22
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Su et al. 2018,Su et al. ,2018,https://doi.org/10.1016/j.envpol.2017.11.075,Estuary,Boundary Zone,China,2.070000,,0.75,PET,water,22,,0.45,22
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Su et al. 2018,Su et al. ,2018,https://doi.org/10.1016/j.envpol.2017.11.075,Lake,Boundary Zone,China,2.200000,,0.96,PET,water,22,,0.45,22
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Su et al. 2018,Su et al. ,2018,https://doi.org/10.1016/j.envpol.2017.11.075,Lake,Boundary Zone,China,3.110000,,0.80,PET,water,22,,0.45,22
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Su et al. 2018,Su et al. ,2018,https://doi.org/10.1016/j.envpol.2017.11.075,Estuary,Boundary Zone,China,3.160000,,0.90,PET,water,22,,0.45,22
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,"Ta and Babel, 2020","Ta and Babel, ",2020,https://10.1016/j.chemosphere.2020.127234,River,Conveyer Zone,Thailand,48000.000000,,0.40,PP,water,#N/A,,#N/A,#N/A
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,"Ta and Babel, 2020","Ta and Babel, ",2020,https://10.1016/j.chemosphere.2020.127234,River,Conveyer Zone,Thailand,155000.000000,,0.40,PP,water,#N/A,,#N/A,#N/A
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Ta et al. 2020,Ta et al. ,2020,https://10.5614/j.eng.technol.sci.2020.52.4.6,River,Conveyer Zone,Thailand,0.104000,,,PP,water,#N/A,,#N/A,#N/A
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Tavsanoglu et al. 2020,Tavsanoglu et al. ,2020,https://doi.org/10.1007/s11356-020-10424-9,Lake,Boundary Zone,Turkey,0.005250,,0.80,PET,water,,,100,
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,"Tee et al., 2020","Tee et al., ",2020,https://10.17576/jsm-2020-4907-01,River,Conveyer Zone,Malaysia,0.037500,,1.00,PP,water,#N/A,,#N/A,#N/A
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,"Tee et al., 2020","Tee et al., ",2020,https://10.17576/jsm-2020-4907-01,River,Conveyer Zone,Malaysia,0.047300,,1.00,PP,water,#N/A,,#N/A,#N/A
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,"Tee et al., 2020","Tee et al., ",2020,https://10.17576/jsm-2020-4907-01,River,Conveyer Zone,Malaysia,0.070700,,1.00,PP,water,#N/A,,#N/A,#N/A
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,"Tee et al., 2020","Tee et al., ",2020,https://10.17576/jsm-2020-4907-01,River,Conveyer Zone,Malaysia,0.076000,,1.00,PP,water,#N/A,,#N/A,#N/A
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,"Tee et al., 2020","Tee et al., ",2020,https://10.17576/jsm-2020-4907-01,River,Conveyer Zone,Malaysia,0.096000,,1.00,PP,water,#N/A,,#N/A,#N/A
