source,source.doi,Reference,author, year,doi,System,zone, Sampling.location,unaligned.particle.L.master,unaligned.particle.kg.master,fiber.percentage,frequent.polymer,sample.matrix,Min.particle.size.um,Max.particle.size.um,Lowest_size_of_fitration_um,Lowest_size_reported_um
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Adu-Boahen et al. 2020,Adu-Boahen et al. ,2020,https://doi.org/10.1007/s10708-020-10273-6,River,Conveyer Zone,Ghana,0.012000,,,PE,water,,,20,
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Adu-Boahen et al. 2020,Adu-Boahen et al. ,2020,https://doi.org/10.1007/s10708-020-10273-6,River,Conveyer Zone,Ghana,0.014000,,,PE,water,,,20,
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Adu-Boahen et al. 2020,Adu-Boahen et al. ,2020,https://doi.org/10.1007/s10708-020-10273-6,River,Conveyer Zone,Ghana,0.015000,,,PE,water,,,20,
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Adu-Boahen et al. 2020,Adu-Boahen et al. ,2020,https://doi.org/10.1007/s10708-020-10273-6,River,Conveyer Zone,Ghana,0.020000,,,PE,water,,,20,
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Adu-Boahen et al. 2020,Adu-Boahen et al. ,2020,https://doi.org/10.1007/s10708-020-10273-6,River,Conveyer Zone,Ghana,0.024000,,,PE,water,,,20,
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Alam et al. 2019,Alam et al. ,2019,https://doi.org/10.1016/j.chemosphere.2019.02.188,River,Conveyer Zone,Indonesia,4.330000,,,,water,50,,1.2,50
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Alam et al. 2019,Alam et al. ,2019,https://doi.org/10.1016/j.chemosphere.2019.02.188,River,Conveyer Zone,Indonesia,5.330000,,,,water,50,,1.2,50
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Alam et al. 2019,Alam et al. ,2019,https://doi.org/10.1016/j.chemosphere.2019.02.188,River,Conveyer Zone,Indonesia,5.330000,,,,water,50,,1.2,50
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Alam et al. 2019,Alam et al. ,2019,https://doi.org/10.1016/j.chemosphere.2019.02.188,River,Conveyer Zone,Indonesia,5.670000,,,,water,50,,1.2,50
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Alam et al. 2019,Alam et al. ,2019,https://doi.org/10.1016/j.chemosphere.2019.02.188,River,Conveyer Zone,Indonesia,6.000000,,,,water,50,,1.2,50
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Alam et al. 2019,Alam et al. ,2019,https://doi.org/10.1016/j.chemosphere.2019.02.188,River,Conveyer Zone,Indonesia,6.000000,,,,water,50,,1.2,50
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Alam et al. 2019,Alam et al. ,2019,https://doi.org/10.1016/j.chemosphere.2019.02.188,River,Conveyer Zone,Indonesia,6.000000,,,,water,50,,1.2,50
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Alam et al. 2019,Alam et al. ,2019,https://doi.org/10.1016/j.chemosphere.2019.02.188,River,Conveyer Zone,Indonesia,6.330000,,,,water,50,,1.2,50
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Alam et al. 2019,Alam et al. ,2019,https://doi.org/10.1016/j.chemosphere.2019.02.188,River,Conveyer Zone,Indonesia,7.000000,,,,water,50,,1.2,50
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Alam et al. 2019,Alam et al. ,2019,https://doi.org/10.1016/j.chemosphere.2019.02.188,River,Conveyer Zone,Indonesia,7.000000,,,,water,50,,1.2,50
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Alfonso et al. 2020,Alfonso et al. ,2020,https://doi.org/10.1016/j.scitotenv.2020.139385,Lake,Boundary Zone,Argentina,0.000294,,0.92,PET,water,200,,8,200
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Alfonso et al. 2020,Alfonso et al. ,2020,https://doi.org/10.1016/j.scitotenv.2020.139385,Lake,Boundary Zone,Argentina,0.000391,,0.90,PET,water,200,,8,200
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Alfonso et al. 2020,Alfonso et al. ,2020,https://doi.org/10.1016/j.scitotenv.2020.139385,Lake,Boundary Zone,Argentina,0.000525,,0.88,PET,water,200,,8,200
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Alfonso et al. 2020,Alfonso et al. ,2020,https://doi.org/10.1016/j.scitotenv.2020.139385,Lake,Boundary Zone,Argentina,0.000667,,0.88,PET,water,200,,8,200
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Alfonso et al. 2020,Alfonso et al. ,2020,https://doi.org/10.1016/j.scitotenv.2020.139385,Lake,Boundary Zone,Argentina,0.000943,,0.96,PET,water,200,,8,200
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Alfonso et al. 2020,Alfonso et al. ,2020,https://doi.org/10.1016/j.scitotenv.2020.139385,Lake,Boundary Zone,Argentina,0.000952,,0.89,PET,water,200,,8,200
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Alfonso et al. 2020,Alfonso et al. ,2020,https://doi.org/10.1016/j.scitotenv.2020.139385,Lake,Boundary Zone,Argentina,0.001112,,0.92,PET,water,200,,8,200
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Alfonso et al. 2020,Alfonso et al. ,2020,https://doi.org/10.1016/j.scitotenv.2020.139385,Lake,Boundary Zone,Argentina,0.001690,,0.66,PET,water,200,,8,200
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Alfonso et al. 2020,Alfonso et al. ,2020,https://doi.org/10.1016/j.scitotenv.2020.139385,Lake,Boundary Zone,Argentina,0.001912,,0.94,PET,water,200,,8,200
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Ambrosini et al. 2019,Ambrosini et al. ,2019,https://doi.org/10.1016/j.envpol.2019.07.005,Glacier & Snow,Source Zone,Italy,37.000000,,1.00,PET,water,100,,0.45,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Ambrosini et al. 2019,Ambrosini et al. ,2019,https://doi.org/10.1016/j.envpol.2019.07.005,Glacier & Snow,Source Zone,Italy,38.000000,,0.50,PET,water,100,,0.45,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Ambrosini et al. 2019,Ambrosini et al. ,2019,https://doi.org/10.1016/j.envpol.2019.07.005,Glacier & Snow,Source Zone,Italy,39.000000,,1.00,PET,water,100,,0.45,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Ambrosini et al. 2019,Ambrosini et al. ,2019,https://doi.org/10.1016/j.envpol.2019.07.005,Glacier & Snow,Source Zone,Italy,58.000000,,0.33,PET,water,100,,0.45,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Ambrosini et al. 2019,Ambrosini et al. ,2019,https://doi.org/10.1016/j.envpol.2019.07.005,Glacier & Snow,Source Zone,Italy,136.000000,,0.86,PET,water,100,,0.45,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Ambrosini et al. 2019,Ambrosini et al. ,2019,https://doi.org/10.1016/j.envpol.2019.07.005,Glacier & Snow,Source Zone,Italy,138.000000,,0.43,PET,water,100,,0.45,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Amrutha and Warrier 2020,Amrutha and Warrier ,2020,https://doi.org/10.1016/ j.scitotenv.2020.140377,River,Conveyer Zone,India,0.027000,,0.00,PE,water,300,,300,300
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Amrutha and Warrier 2020,Amrutha and Warrier ,2020,https://doi.org/10.1016/ j.scitotenv.2020.140377,River,Conveyer Zone,India,0.032000,,0.50,PE,water,300,,300,300
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Amrutha and Warrier 2020,Amrutha and Warrier ,2020,https://doi.org/10.1016/ j.scitotenv.2020.140377,River,Conveyer Zone,India,0.036000,,0.67,PE,water,300,,300,300
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Amrutha and Warrier 2020,Amrutha and Warrier ,2020,https://doi.org/10.1016/ j.scitotenv.2020.140377,River,Conveyer Zone,India,0.036000,,1.00,PE,water,300,,300,300
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Amrutha and Warrier 2020,Amrutha and Warrier ,2020,https://doi.org/10.1016/ j.scitotenv.2020.140377,River,Conveyer Zone,India,0.039000,,0.70,PE,water,300,,300,300
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Amrutha and Warrier 2020,Amrutha and Warrier ,2020,https://doi.org/10.1016/ j.scitotenv.2020.140377,River,Conveyer Zone,India,0.044000,,0.73,PE,water,300,,300,300
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Amrutha and Warrier 2020,Amrutha and Warrier ,2020,https://doi.org/10.1016/ j.scitotenv.2020.140377,River,Conveyer Zone,India,0.046000,,0.50,PE,water,300,,300,300
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Amrutha and Warrier 2020,Amrutha and Warrier ,2020,https://doi.org/10.1016/ j.scitotenv.2020.140377,River,Conveyer Zone,India,0.060000,,0.66,PE,water,300,,300,300
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Amrutha and Warrier 2020,Amrutha and Warrier ,2020,https://doi.org/10.1016/ j.scitotenv.2020.140377,River,Conveyer Zone,India,0.079000,,0.80,PE,water,300,,300,300
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Amrutha and Warrier 2020,Amrutha and Warrier ,2020,https://doi.org/10.1016/ j.scitotenv.2020.140377,River,Conveyer Zone,India,0.092000,,0.61,PE,water,300,,300,300
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Amrutha and Warrier 2020,Amrutha and Warrier ,2020,https://doi.org/10.1016/ j.scitotenv.2020.140377,River,Conveyer Zone,India,0.103000,,0.92,PE,water,300,,300,300
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Amrutha and Warrier 2020,Amrutha and Warrier ,2020,https://doi.org/10.1016/ j.scitotenv.2020.140377,River,Conveyer Zone,India,0.116000,,0.58,PE,water,300,,300,300
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Amrutha and Warrier 2020,Amrutha and Warrier ,2020,https://doi.org/10.1016/ j.scitotenv.2020.140377,River,Conveyer Zone,India,0.135000,,0.65,PE,water,300,,300,300
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Amrutha and Warrier 2020,Amrutha and Warrier ,2020,https://doi.org/10.1016/ j.scitotenv.2020.140377,River,Conveyer Zone,India,2.328000,,0.40,PE,water,300,,300,300
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Baldwin et al. 2016,Baldwin et al. ,2016,DOI: 10.1021/acs.est.6b02917,Lake,Boundary Zone,USA,0.000050,,0.71,,water,355,,333,355
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Baldwin et al. 2016,Baldwin et al. ,2016,DOI: 10.1021/acs.est.6b02917,Lake,Boundary Zone,USA,0.004200,,0.71,,water,355,,333,355
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Baldwin et al. 2016,Baldwin et al. ,2016,DOI: 10.1021/acs.est.6b02917,Lake,Boundary Zone,USA,0.032000,,0.71,,water,355,,333,355
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Baldwin et al. 2020,Baldwin et al. ,2020,https://doi.org/10.1371/journal.pone.0228896,River,Conveyer Zone,USA,0.000427,,0.76,,water,355,,355,355
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Baldwin et al. 2020,Baldwin et al. ,2020,https://doi.org/10.1371/journal.pone.0228896,Lake,Boundary Zone,USA,0.000506,,0.76,,water,355,,355,355
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Baldwin et al. 2020,Baldwin et al. ,2020,https://doi.org/10.1371/journal.pone.0228896,Lake,Boundary Zone,USA,0.000506,,0.80,,water,355,,355,355
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Baldwin et al. 2020,Baldwin et al. ,2020,https://doi.org/10.1371/journal.pone.0228896,River,Conveyer Zone,USA,0.000809,,1.00,,water,355,,355,355
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Baldwin et al. 2020,Baldwin et al. ,2020,https://doi.org/10.1371/journal.pone.0228896,Lake,Boundary Zone,USA,0.001371,,0.90,,water,355,,355,355
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Baldwin et al. 2020,Baldwin et al. ,2020,https://doi.org/10.1371/journal.pone.0228896,Lake,Boundary Zone,USA,0.001472,,0.67,,water,355,,355,355
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Baldwin et al. 2020,Baldwin et al. ,2020,https://doi.org/10.1371/journal.pone.0228896,Lake,Boundary Zone,USA,0.001629,,0.36,,water,355,,355,355
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Baldwin et al. 2020,Baldwin et al. ,2020,https://doi.org/10.1371/journal.pone.0228896,Lake,Boundary Zone,USA,0.001989,,0.47,,water,355,,355,355
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Baldwin et al. 2020,Baldwin et al. ,2020,https://doi.org/10.1371/journal.pone.0228896,Lake,Boundary Zone,USA,0.009708,,0.60,,water,355,,355,355
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Barrows et al. 2018,Barrows et al. ,2018,https://doi.org/10.1016/j.watres.2018.10.013,River,Conveyer Zone,USA,1.200000,,0.80,PET,water,100,,0.45,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bergmann et al. 2019,Bergmann et al. ,2019,https://doi.org/10.1126/sciadv.aax1157,Glacier & Snow,Source Zone,Arctic,20.000000,,,Acrylates,water,11,,11,11
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bergmann et al. 2019,Bergmann et al. ,2019,https://doi.org/10.1126/sciadv.aax1157,Glacier & Snow,Source Zone,Arctic,88.000000,,,PA,water,11,,11,11
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bergmann et al. 2019,Bergmann et al. ,2019,https://doi.org/10.1126/sciadv.aax1157,Glacier & Snow,Source Zone,Norway,122.000000,,,Rubber,water,11,,11,11
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bergmann et al. 2019,Bergmann et al. ,2019,https://doi.org/10.1126/sciadv.aax1157,Glacier & Snow,Source Zone,Arctic,124.000000,,,PET,water,11,,11,11
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bergmann et al. 2019,Bergmann et al. ,2019,https://doi.org/10.1126/sciadv.aax1157,Glacier & Snow,Source Zone,Arctic,186.000000,,,PA,water,11,,11,11
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bergmann et al. 2019,Bergmann et al. ,2019,https://doi.org/10.1126/sciadv.aax1157,Glacier & Snow,Source Zone,Switzerland,191.000000,,,PS,water,11,,11,11
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bergmann et al. 2019,Bergmann et al. ,2019,https://doi.org/10.1126/sciadv.aax1157,Glacier & Snow,Source Zone,Arctic,218.000000,,,Acrylates,water,11,,11,11
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bergmann et al. 2019,Bergmann et al. ,2019,https://doi.org/10.1126/sciadv.aax1157,Glacier & Snow,Source Zone,Arctic,230.000000,,,Acrylates,water,11,,11,11
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bergmann et al. 2019,Bergmann et al. ,2019,https://doi.org/10.1126/sciadv.aax1157,Glacier & Snow,Source Zone,Norway,369.000000,,,Rubber,water,11,,11,11
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bergmann et al. 2019,Bergmann et al. ,2019,https://doi.org/10.1126/sciadv.aax1157,Glacier & Snow,Source Zone,Arctic,602.000000,,,Acrylates,water,11,,11,11
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bergmann et al. 2019,Bergmann et al. ,2019,https://doi.org/10.1126/sciadv.aax1157,Glacier & Snow,Source Zone,Norway,680.000000,,,Rubber,water,11,,11,11
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bergmann et al. 2019,Bergmann et al. ,2019,https://doi.org/10.1126/sciadv.aax1157,Glacier & Snow,Source Zone,Norway,846.000000,,,Rubber,water,11,,11,11
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bergmann et al. 2019,Bergmann et al. ,2019,https://doi.org/10.1126/sciadv.aax1157,Glacier & Snow,Source Zone,Norway,1111.000000,,,Rubber,water,11,,11,11
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bergmann et al. 2019,Bergmann et al. ,2019,https://doi.org/10.1126/sciadv.aax1157,Glacier & Snow,Source Zone,Germany,2000.000000,,,Rubber,water,11,,11,11
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bergmann et al. 2019,Bergmann et al. ,2019,https://doi.org/10.1126/sciadv.aax1157,Glacier & Snow,Source Zone,Germany,2627.000000,,,PP,water,11,,11,11
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bergmann et al. 2019,Bergmann et al. ,2019,https://doi.org/10.1126/sciadv.aax1157,Glacier & Snow,Source Zone,Switzerland,2676.000000,,,,water,11,,11,11
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bergmann et al. 2019,Bergmann et al. ,2019,https://doi.org/10.1126/sciadv.aax1157,Glacier & Snow,Source Zone,Germany,6114.000000,,,Rubber,water,11,,11,11
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bergmann et al. 2019,Bergmann et al. ,2019,https://doi.org/10.1126/sciadv.aax1157,Glacier & Snow,Source Zone,Germany,11786.000000,,,Rubber,water,11,,11,11
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bergmann et al. 2019,Bergmann et al. ,2019,https://doi.org/10.1126/sciadv.aax1157,Glacier & Snow,Source Zone,Arctic,14400.000000,,,PA,water,11,,11,11
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bergmann et al. 2019,Bergmann et al. ,2019,https://doi.org/10.1126/sciadv.aax1157,Glacier & Snow,Source Zone,Germany,17600.000000,,,Rubber,water,11,,11,11
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bergmann et al. 2019,Bergmann et al. ,2019,https://doi.org/10.1126/sciadv.aax1157,Glacier & Snow,Source Zone,Germany,154137.000000,,,Rubber,water,11,,11,11
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bergmann et al. 2019,Bergmann et al. ,2019,https://doi.org/10.1126/sciadv.aax1157,Glacier & Snow,Source Zone,Arctic,,,,Acrylates,water,11,,11,11
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bikker et al. 2020,Bikker et al. ,2020,https://doi.org/10.1016/j.marpolbul.2020.111257,Estuary,Boundary Zone,USA,0.007000,,0.18,,water,100,,330,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bikker et al. 2020,Bikker et al. ,2020,https://doi.org/10.1016/j.marpolbul.2020.111257,Estuary,Boundary Zone,USA,0.009000,,0.18,,water,100,,330,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bikker et al. 2020,Bikker et al. ,2020,https://doi.org/10.1016/j.marpolbul.2020.111257,Estuary,Boundary Zone,USA,0.009000,,0.18,,water,100,,330,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bikker et al. 2020,Bikker et al. ,2020,https://doi.org/10.1016/j.marpolbul.2020.111257,Estuary,Boundary Zone,USA,0.011000,,0.18,,water,100,,330,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bikker et al. 2020,Bikker et al. ,2020,https://doi.org/10.1016/j.marpolbul.2020.111257,Estuary,Boundary Zone,USA,0.014000,,0.18,,water,100,,330,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bikker et al. 2020,Bikker et al. ,2020,https://doi.org/10.1016/j.marpolbul.2020.111257,Estuary,Boundary Zone,USA,0.017000,,0.18,,water,100,,330,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bikker et al. 2020,Bikker et al. ,2020,https://doi.org/10.1016/j.marpolbul.2020.111257,Estuary,Boundary Zone,USA,0.020000,,0.18,,water,100,,330,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bikker et al. 2020,Bikker et al. ,2020,https://doi.org/10.1016/j.marpolbul.2020.111257,Estuary,Boundary Zone,USA,0.025000,,0.18,,water,100,,330,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bikker et al. 2020,Bikker et al. ,2020,https://doi.org/10.1016/j.marpolbul.2020.111257,Estuary,Boundary Zone,USA,0.026000,,0.18,,water,100,,330,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bikker et al. 2020,Bikker et al. ,2020,https://doi.org/10.1016/j.marpolbul.2020.111257,Estuary,Boundary Zone,USA,0.026000,,0.18,,water,100,,330,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bikker et al. 2020,Bikker et al. ,2020,https://doi.org/10.1016/j.marpolbul.2020.111257,Estuary,Boundary Zone,USA,0.027000,,0.18,,water,100,,330,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bikker et al. 2020,Bikker et al. ,2020,https://doi.org/10.1016/j.marpolbul.2020.111257,Estuary,Boundary Zone,USA,0.031000,,0.18,,water,100,,330,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bikker et al. 2020,Bikker et al. ,2020,https://doi.org/10.1016/j.marpolbul.2020.111257,Estuary,Boundary Zone,USA,0.036000,,0.18,,water,100,,330,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bikker et al. 2020,Bikker et al. ,2020,https://doi.org/10.1016/j.marpolbul.2020.111257,Estuary,Boundary Zone,USA,0.036000,,0.18,,water,100,,330,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bikker et al. 2020,Bikker et al. ,2020,https://doi.org/10.1016/j.marpolbul.2020.111257,Estuary,Boundary Zone,USA,0.037000,,0.18,,water,100,,330,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bikker et al. 2020,Bikker et al. ,2020,https://doi.org/10.1016/j.marpolbul.2020.111257,Estuary,Boundary Zone,USA,0.039000,,0.18,,water,100,,330,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bikker et al. 2020,Bikker et al. ,2020,https://doi.org/10.1016/j.marpolbul.2020.111257,Estuary,Boundary Zone,USA,0.040000,,0.18,,water,100,,330,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bikker et al. 2020,Bikker et al. ,2020,https://doi.org/10.1016/j.marpolbul.2020.111257,Estuary,Boundary Zone,USA,0.044000,,0.18,,water,100,,330,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bikker et al. 2020,Bikker et al. ,2020,https://doi.org/10.1016/j.marpolbul.2020.111257,Estuary,Boundary Zone,USA,0.045000,,0.18,,water,100,,330,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bikker et al. 2020,Bikker et al. ,2020,https://doi.org/10.1016/j.marpolbul.2020.111257,Estuary,Boundary Zone,USA,0.065000,,0.18,,water,100,,330,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bikker et al. 2020,Bikker et al. ,2020,https://doi.org/10.1016/j.marpolbul.2020.111257,Estuary,Boundary Zone,USA,0.070000,,0.18,,water,100,,330,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bikker et al. 2020,Bikker et al. ,2020,https://doi.org/10.1016/j.marpolbul.2020.111257,Estuary,Boundary Zone,USA,0.074000,,0.18,,water,100,,330,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bikker et al. 2020,Bikker et al. ,2020,https://doi.org/10.1016/j.marpolbul.2020.111257,Estuary,Boundary Zone,USA,0.094000,,0.18,,water,100,,330,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bikker et al. 2020,Bikker et al. ,2020,https://doi.org/10.1016/j.marpolbul.2020.111257,Estuary,Boundary Zone,USA,0.094000,,0.18,,water,100,,330,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bikker et al. 2020,Bikker et al. ,2020,https://doi.org/10.1016/j.marpolbul.2020.111257,Estuary,Boundary Zone,USA,0.228000,,0.18,,water,100,,330,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bikker et al. 2020,Bikker et al. ,2020,https://doi.org/10.1016/j.marpolbul.2020.111257,Estuary,Boundary Zone,USA,0.529000,,0.18,,water,100,,330,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bikker et al. 2020,Bikker et al. ,2020,https://doi.org/10.1016/j.marpolbul.2020.111257,Estuary,Boundary Zone,USA,0.532000,,0.18,,water,100,,330,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bikker et al. 2020,Bikker et al. ,2020,https://doi.org/10.1016/j.marpolbul.2020.111257,Estuary,Boundary Zone,USA,0.661000,,0.18,,water,100,,330,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bikker et al. 2020,Bikker et al. ,2020,https://doi.org/10.1016/j.marpolbul.2020.111257,Estuary,Boundary Zone,USA,0.715000,,0.18,,water,100,,330,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bikker et al. 2020,Bikker et al. ,2020,https://doi.org/10.1016/j.marpolbul.2020.111257,Estuary,Boundary Zone,USA,1.245000,,0.18,,water,100,,330,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bordós et al. 2019,Bordós et al. ,2019,https://doi.org/10.1016/j.chemosphere.2018.10.110,River,Conveyer Zone,Hungary,0.003645,,,PP,water,100,,100,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bordós et al. 2019,Bordós et al. ,2019,https://doi.org/10.1016/j.chemosphere.2018.10.110,River,Conveyer Zone,Hungary,0.004673,,,PP,water,100,,100,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bordós et al. 2019,Bordós et al. ,2019,https://doi.org/10.1016/j.chemosphere.2018.10.110,Urban Canal,Source Zone,Hungary,0.007757,,,PP,water,100,,100,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bordós et al. 2019,Bordós et al. ,2019,https://doi.org/10.1016/j.chemosphere.2018.10.110,River,Conveyer Zone,Hungary,0.007944,,,PS,water,100,,100,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bordós et al. 2019,Bordós et al. ,2019,https://doi.org/10.1016/j.chemosphere.2018.10.110,River,Conveyer Zone,Hungary,0.008972,,,PP,water,100,,100,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bordós et al. 2019,Bordós et al. ,2019,https://doi.org/10.1016/j.chemosphere.2018.10.110,River,Conveyer Zone,Hungary,0.009533,,,PP,water,100,,100,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bordós et al. 2019,Bordós et al. ,2019,https://doi.org/10.1016/j.chemosphere.2018.10.110,River,Conveyer Zone,Hungary,0.010000,,,PP,water,100,,100,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bordós et al. 2019,Bordós et al. ,2019,https://doi.org/10.1016/j.chemosphere.2018.10.110,River,Conveyer Zone,Hungary,0.011028,,,PP,water,100,,100,100
Koutnik,https://doi.org/10.1016/j.envpol.2021.116552,Bordós et al. 2019,Bordós et al. ,2019,https://doi.org/10.1016/j.chemosphere.2018.10.110,Lake,Boundary Zone,Hungary,0.023084,,,PP,water,100,,100,100
